Date;Objet;Équipement;Commande;Type Générique;Valeur;Unité
2026-04-02 19:48:20;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 19:50:20;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 19:51:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 19:52:20;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 19:53:20;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-02 19:56:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 19:58:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 20:00:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 20:01:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 20:02:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-02 20:03:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 20:04:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 20:05:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 20:06:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 20:09:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 20:10:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:11:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 20:12:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:13:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 20:14:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:15:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 20:17:19;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:18:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,306;V
2026-04-02 20:19:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,307;V
2026-04-02 20:20:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 20:21:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-02 20:22:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 20:23:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,307;V
2026-04-02 20:24:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,306;V
2026-04-02 20:25:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-02 20:26:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,305;V
2026-04-02 20:27:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,304;V
2026-04-02 20:28:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,305;V
2026-04-02 20:31:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,303;V
2026-04-02 20:32:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,307;V
2026-04-02 20:33:18;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-02 20:37:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 20:39:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 20:40:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 20:44:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-02 20:45:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 20:46:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 20:47:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 20:49:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 20:51:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:52:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 20:53:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 20:54:17;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 20:55:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 20:56:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 20:57:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 20:58:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:00:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 21:01:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-02 21:02:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:03:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 21:05:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:06:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 21:10:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:11:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 21:16:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 21:18:16;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:19:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 21:20:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 21:21:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 21:22:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:23:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:24:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:25:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:26:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:29:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:30:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:31:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:32:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:34:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:35:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,307;V
2026-04-02 21:36:15;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 21:37:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:41:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:43:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 21:44:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:45:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 21:46:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 21:47:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:48:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 21:50:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:51:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 21:53:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:54:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 21:55:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 21:56:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 21:57:14;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 21:58:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:00:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 22:01:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 22:02:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:03:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 22:04:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-02 22:05:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:06:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 22:08:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 22:12:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 22:16:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 22:18:13;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 22:20:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 22:23:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 22:25:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 22:26:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 22:29:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 22:30:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 22:32:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 22:33:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 22:34:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 22:35:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 22:36:12;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 22:38:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 22:39:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 22:42:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 22:45:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 22:46:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:47:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 22:48:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 22:49:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:50:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 22:51:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:52:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 22:53:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:54:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 22:55:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 22:56:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 22:57:11;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 22:58:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 22:59:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 23:00:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 23:01:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 23:02:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 23:03:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 23:04:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 23:06:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 23:08:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 23:09:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-02 23:10:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 23:11:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 23:13:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 23:14:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 23:15:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 23:16:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-02 23:18:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 23:19:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-02 23:20:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-02 23:21:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-02 23:22:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-02 23:23:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 23:24:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 23:26:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 23:28:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 23:29:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-02 23:30:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 23:31:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 23:33:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-02 23:34:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-02 23:35:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 23:37:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 23:38:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-02 23:39:10;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-02 23:41:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-02 23:43:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-02 23:44:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-02 23:46:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,323;V
2026-04-02 23:47:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-02 23:49:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-02 23:51:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-02 23:53:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-02 23:55:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-02 23:56:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-02 23:57:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-02 23:58:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,323;V
2026-04-02 23:59:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 00:01:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 00:03:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 00:04:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 00:06:09;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 00:08:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 00:09:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 00:10:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 00:12:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 00:14:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 00:19:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-03 00:20:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 00:22:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 00:23:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 00:25:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-03 00:26:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 00:29:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-03 00:30:08;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 00:31:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 00:32:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 00:33:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 00:34:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-03 00:35:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,311;V
2026-04-03 00:36:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-03 00:40:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 00:41:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 00:42:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 00:44:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 00:47:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 00:48:07;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 00:49:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 00:50:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 00:51:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 00:52:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 00:54:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 00:55:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 00:56:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 00:57:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 00:58:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 01:00:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:01:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,323;V
2026-04-03 01:02:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:04:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 01:06:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 01:08:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 01:09:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 01:10:06;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 01:11:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 01:14:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 01:15:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 01:16:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 01:17:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 01:19:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 01:20:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 01:21:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 01:23:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 01:24:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 01:25:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 01:26:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:27:05;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 01:29:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:32:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:35:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:39:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:41:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:42:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 01:43:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:44:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:45:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:46:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:47:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,323;V
2026-04-03 01:48:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:49:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:50:04;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:52:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:53:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:54:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 01:57:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 01:58:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 01:59:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 02:00:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-03 02:02:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-03 02:03:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,307;V
2026-04-03 02:05:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,304;V
2026-04-03 02:08:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,305;V
2026-04-03 02:09:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,304;V
2026-04-03 02:10:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,305;V
2026-04-03 02:11:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,304;V
2026-04-03 02:13:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,306;V
2026-04-03 02:14:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-03 02:15:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-03 02:16:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,308;V
2026-04-03 02:17:03;Marstek;Marstek Venus E V3;voltage cel 02;;3,309;V
2026-04-03 02:20:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,31;V
2026-04-03 02:21:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,312;V
2026-04-03 02:23:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 02:24:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 02:25:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 02:27:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 02:28:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 02:29:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 02:30:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 02:31:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 02:32:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 02:33:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 02:35:02;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 02:36:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 02:38:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 02:39:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:40:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 02:41:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:42:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 02:44:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:46:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 02:47:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 02:48:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:49:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,322;V
2026-04-03 02:50:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 02:51:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:52:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,319;V
2026-04-03 02:53:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,321;V
2026-04-03 02:54:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,32;V
2026-04-03 02:55:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 02:56:01;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 02:57:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,317;V
2026-04-03 02:58:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 02:59:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 03:01:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 03:02:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 03:03:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 03:05:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 03:07:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 03:08:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 03:09:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 03:11:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,313;V
2026-04-03 03:12:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,316;V
2026-04-03 03:13:00;Marstek;Marstek Venus E V3;voltage cel 02;;3,315;V
2026-04-03 03:14:59;Marstek;Marstek Venus E V3;voltage cel 02;;3,314;V
2026-04-03 03:15:59;Marstek;Marstek Venus E V3;voltage cel 02;;3,318;V
2026-04-03 03:17:59;Marstek;Marstek Venus E V3;voltage cel 02;;3,304;V
